NAAM;STRAAT;GEMEENTE;WGS84_LATITUDE;WGS84_LONGITUDE;EMAIL;LINK;POITYPE;CATEGORIE
Vrije Kleuterschool - 't Kersenpitje;Toekomststraat;Lievegem;51,15238095;3,60173308;directie@kersenpitje.be;https://www.kersenpitje.be;Gewoon kleuteronderwijs;Basisonderwijs
GO! Basisschool De Zandloper Zomergem;Zandstraat;Lievegem;51,11672503;3,56584112;secretariaat@go-lievegem.be;https://www.zandloper.be;Gewoon kleuteronderwijs;Basisonderwijs
GO! Basisschool De Zandloper Zomergem;Zandstraat;Lievegem;51,11672503;3,56584112;secretariaat@go-lievegem.be;https://www.zandloper.be;Gewoon lager onderwijs;Basisonderwijs
Stedelijke Academie voor Muziek en Woord en Dans;Ursulinenstraat;Lille;51,26645219;4,86445691; ;;Deeltijds kunstonderwijs;Deeltijds kunstonderwijs
Stedelijke Academie voor Beeldende en Audiovisuele Kunst;Ursulinenstraat;Lille;51,26645219;4,86445691; ;;Deeltijds kunstonderwijs;Deeltijds kunstonderwijs
Gemeentelijke Basisschool De Komeet;Ursulinenstraat;Lille;51,26645219;4,86445691; ;;Gewoon lager onderwijs;Basisonderwijs
Gemeentelijke Basisschool De Komeet;Schoolstraat;Lille;51,26868524;4,86352072;gbschool@lille.be;https://www.schoolgierle.be;Gewoon kleuteronderwijs;Basisonderwijs
Stedelijke Academie voor Beeldende en Audiovisuele Kunst;Wijngaard;Lille;51,22779873;4,83653058; ;;Deeltijds kunstonderwijs;Deeltijds kunstonderwijs
Vrije Basisschool De Wingerd;Wijngaard;Lille;51,22779873;4,83653058;directie@gvbs-dewingerd.be;https://www.gvbs-dewingerd.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool De Wingerd;Wijngaard;Lille;51,22779873;4,83653058;directie@gvbs-dewingerd.be;https://www.gvbs-dewingerd.be;Gewoon lager onderwijs;Basisonderwijs
GO! Basisschool Freinetschool De Vlindertuin Lille;Berg;Lille;51,23654863;4,82862887;directie@freinetschoollille.be;https://www.freinetschoollille.be;Gewoon kleuteronderwijs;Basisonderwijs
GO! Basisschool Freinetschool De Vlindertuin Lille;Berg;Lille;51,23654863;4,82862887;directie@freinetschoollille.be;https://www.freinetschoollille.be;Gewoon lager onderwijs;Basisonderwijs
Stedelijke Academie voor Beeldende en Audiovisuele Kunst;Hoeksken;Lille;51,2414012;4,82662908; ;;Deeltijds kunstonderwijs;Deeltijds kunstonderwijs
Vrije Basisschool De Springplank;Hoeksken;Lille;51,2414012;4,82662908;directie@gvb-springplank.be;https://gvb-springplank.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool De Springplank;Hoeksken;Lille;51,2414012;4,82662908;directie@gvb-springplank.be;https://gvb-springplank.be;Gewoon lager onderwijs;Basisonderwijs
Stedelijke Academie voor Muziek en Woord en Dans;Gierlebaan;Lille;51,24309413;4,82582947; ;;Deeltijds kunstonderwijs;Deeltijds kunstonderwijs
Stedelijke Academie voor Muziek en Woord en Dans;Rechtestraat;Lille;51,24027816;4,82416939; ;;Deeltijds kunstonderwijs;Deeltijds kunstonderwijs
Stedelijke Academie voor Muziek en Woord en Dans;Rechtestraat;Lille;51,24105379;4,82348964; ;;Deeltijds kunstonderwijs;Deeltijds kunstonderwijs
Vrije Basisschool De Springplank;Rechtestraat;Lille;51,24105379;4,82348964; ;;Gewoon lager onderwijs;Basisonderwijs
Vrije Basisschool De Springplank;Kauwenberg;Lille;51,25610161;4,82319266; ;;Gewoon kleuteronderwijs;Basisonderwijs
Stedelijke Academie voor Beeldende en Audiovisuele Kunst;Rechtestraat;Lille;51,24123543;4,82300454; ;;Deeltijds kunstonderwijs;Deeltijds kunstonderwijs
Gemeentelijke Basisschool - Het Trapleerke;Rechtestraat;Lille;51,24123543;4,82300454;info@trapleerke.be;https://www.trapleerke.be;Gewoon kleuteronderwijs;Basisonderwijs
Gemeentelijke Basisschool - Het Trapleerke;Rechtestraat;Lille;51,24123543;4,82300454;info@trapleerke.be;https://www.trapleerke.be;Gewoon lager onderwijs;Basisonderwijs
Stedelijke Academie voor Muziek en Woord en Dans;Begonialaan;Lille;51,26048697;4,78694852; ;;Deeltijds kunstonderwijs;Deeltijds kunstonderwijs
Vrije Basisschool 't Klavernest;Kerkepad;Lille;51,26605374;4,78356001;directie@klavernest.be;https://www.klavernest.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool 't Klavernest;Kerkepad;Lille;51,26605374;4,78356001;directie@klavernest.be;https://www.klavernest.be;Gewoon lager onderwijs;Basisonderwijs
Stedelijke Academie voor Beeldende en Audiovisuele Kunst;Kerkepad;Lille;51,26624274;4,78349006; ;;Deeltijds kunstonderwijs;Deeltijds kunstonderwijs
Gemeentelijke Basisschool - De Schakel;Arthur Van Dormaelstraat;Linkebeek;50,77281357;4,33342169;directie@gbsdeschakel.be;https://www.gbsdeschakel.be;Gewoon kleuteronderwijs;Basisonderwijs
Gemeentelijke Basisschool - De Schakel;Arthur Van Dormaelstraat;Linkebeek;50,77281357;4,33342169;directie@gbsdeschakel.be;https://www.gbsdeschakel.be;Gewoon lager onderwijs;Basisonderwijs
Podiumacademie Lier;Liersesteenweg;Lint;51,12787472;4,49877615; ;;Deeltijds kunstonderwijs;Deeltijds kunstonderwijs
Vrije Basisschool - Mater Christi;Statiestraat;Lint;51,12918046;4,49660845;directeur@mclint.be;https://www.mclint.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool - Mater Christi;Statiestraat;Lint;51,12918046;4,49660845;directeur@mclint.be;https://www.mclint.be;Gewoon lager onderwijs;Basisonderwijs
GO! Basisschool - De Lintwijzer;Duffelsesteenweg;Lint;51,12574737;4,49605621;karen.dierckx@delintwijzer.be;https://www.delintwijzer.be;Gewoon kleuteronderwijs;Basisonderwijs
GO! Basisschool - De Lintwijzer;Duffelsesteenweg;Lint;51,12574737;4,49605621;karen.dierckx@delintwijzer.be;https://www.delintwijzer.be;Gewoon lager onderwijs;Basisonderwijs
GO! basisschool De Wilg;Eikhof;Lint;51,12759604;4,49041881;directeur@bsdewilg.be;https://www.bsdewilg.be;Gewoon kleuteronderwijs;Basisonderwijs
GO! basisschool De Wilg;Eikhof;Lint;51,12759604;4,49041881;directeur@bsdewilg.be;https://www.bsdewilg.be;Gewoon lager onderwijs;Basisonderwijs
Vrije Kleuterschool - De Wegwijzer;Oude Kerkstraat;Linter;50,80260461;5,05908197;info@vksdewegwijzer.be;https://www.vksdewegwijzer.be;Gewoon kleuteronderwijs;Basisonderwijs
Gemeentelijke Basisschool - De zandloper;Dorpsplein;Linter;50,82272948;5,05818546; ;;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool De Regenboog;Grote Steenweg;Linter;50,84485859;5,04811637;directie@gvbslinter.be;https://www.gvbslinter.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool De Regenboog;Grote Steenweg;Linter;50,84485859;5,04811637;directie@gvbslinter.be;https://www.gvbslinter.be;Gewoon lager onderwijs;Basisonderwijs
Gemeentelijke Basisschool - De zandloper;Langstraat;Linter;50,79146385;5,04714628; ;;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool De Regenboog;Grote Steenweg;Linter;50,83899665;5,02132593; ;;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool De Regenboog;Grote Steenweg;Linter;50,83899665;5,02132593; ;;Gewoon lager onderwijs;Basisonderwijs
Gemeentelijke Basisschool - De zandloper;Zandstraat;Linter;50,81341346;5,01608936;gbsdezandloper@linter.be;https://www.dezandloper.com;Gewoon kleuteronderwijs;Basisonderwijs
Gemeentelijke Basisschool - De zandloper;Zandstraat;Linter;50,81341346;5,01608936;gbsdezandloper@linter.be;https://www.dezandloper.com;Gewoon lager onderwijs;Basisonderwijs
GO! Basisschool Leefschool Eikenkring Lochristi;Zeveneken-Dorp;Lochristi;51,10673593;3,90132303;directie@eikenkring.be;https://www.eikenkring.be;Gewoon kleuteronderwijs;Basisonderwijs
GO! Basisschool Leefschool Eikenkring Lochristi;Zeveneken-Dorp;Lochristi;51,10673593;3,90132303;directie@eikenkring.be;https://www.eikenkring.be;Gewoon lager onderwijs;Basisonderwijs
Vrije Basisschool - Sint- Elooischool;Sint-Elooistraat;Lochristi;51,10419367;3,89720784;directie@sintelooischool.be;https://www.sintelooischool.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool - Sint- Elooischool;Sint-Elooistraat;Lochristi;51,10419367;3,89720784;directie@sintelooischool.be;https://www.sintelooischool.be;Gewoon lager onderwijs;Basisonderwijs
Vrije Basisschool - De Weg-Wijzer;Oude Veldstraat;Lochristi;51,1257356;3,88277774; ;;Gewoon kleuteronderwijs;Basisonderwijs
Gemeentelijke Basisschool;Kloosterstraat;Lochristi;51,07879035;3,87944046; ;;Gewoon kleuteronderwijs;Basisonderwijs
Gemeentelijke Basisschool;Kloosterstraat;Lochristi;51,07879035;3,87944046; ;;Gewoon lager onderwijs;Basisonderwijs
Vrije Basisschool - De Sprankel;Kloosterstraat;Lochristi;51,07773592;3,87662606;directie@desprankel.be;https://www.desprankel.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool - De Sprankel;Kloosterstraat;Lochristi;51,07773592;3,87662606;directie@desprankel.be;https://www.desprankel.be;Gewoon lager onderwijs;Basisonderwijs
Vrije Basisschool - De Weg-Wijzer;Zaffelare-Dorp;Lochristi;51,13368865;3,86299351;info@deweg-wijzer.be;https://www.deweg-wijzer.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool - De Weg-Wijzer;Zaffelare-Dorp;Lochristi;51,13368865;3,86299351;info@deweg-wijzer.be;https://www.deweg-wijzer.be;Gewoon lager onderwijs;Basisonderwijs
Centrum voor deeltijdse vorming Luein;Dorp-Oost;Lochristi;51,09967583;3,84273142; ;;Deeltijdse vorming;Secundair onderwijs
Vrije Basisschool - St.Jozef;Bosdreef;Lochristi;51,09704723;3,83786438;stjozef@vbs-lochristi.be;https://www.vbs-lochristi.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool - St.Jozef;Bosdreef;Lochristi;51,09704723;3,83786438;stjozef@vbs-lochristi.be;https://www.vbs-lochristi.be;Gewoon lager onderwijs;Basisonderwijs
EDUGO campus De Toren;Dorp-Oost;Lochristi;51,09679759;3,83632544; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Kunstacademie Ter Beuken;Schoolstraat;Lochristi;51,09602604;3,82873969; ;;Deeltijds kunstonderwijs;Deeltijds kunstonderwijs
Gemeentelijke Basisschool;Schoolstraat;Lochristi;51,0962772;3,82862259;directie@gbslochristi.be;https://www.gbslochristi.be;Gewoon lager onderwijs;Basisonderwijs
Gemeentelijke Basisschool;Koning-Boudewijnlaan;Lochristi;51,09714889;3,82856971; ;;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool - De Sprankel;Hijfte-Center;Lochristi;51,11134928;3,80878489; ;;Gewoon kleuteronderwijs;Basisonderwijs
GO! Basisschool De Rozen;Kerkhofstraat;Lokeren;51,1087401;4,00906784;directie@derozen.be;https://www.derozen.be;Gewoon kleuteronderwijs;Basisonderwijs
GO! Basisschool De Rozen;Kerkhofstraat;Lokeren;51,1087401;4,00906784;directie@derozen.be;https://www.derozen.be;Gewoon lager onderwijs;Basisonderwijs
Vrije Basisschool - Bengel;Zelebaan;Lokeren;51,09544288;4,00819924;directie@basisschoolbengel.be;https://www.basisschoolbengel.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool - Bengel;Zelebaan;Lokeren;51,09544288;4,00819924;directie@basisschoolbengel.be;https://www.basisschoolbengel.be;Gewoon lager onderwijs;Basisonderwijs
Vrije Basisschool voor Buitengewoon Onderwijs - De Vinderij 2;Bleekmeersstraat;Lokeren;51,10653427;4,00497259;lies.christiaens@devinderij.be;https://www.devinderij.be;Buitengewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool voor Buitengewoon Onderwijs - De Vinderij 2;Bleekmeersstraat;Lokeren;51,10653427;4,00497259;lies.christiaens@devinderij.be;https://www.devinderij.be;Buitengewoon lager onderwijs;Basisonderwijs
Vrije Basisschool voor Buitengewoon Onderwijs - De Vinderij 1;Bleekmeersstraat;Lokeren;51,10653427;4,00497259;an.decoster@devinderij.be;https://www.devinderij.be;Buitengewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool voor Buitengewoon Onderwijs - De Vinderij 1;Bleekmeersstraat;Lokeren;51,10653427;4,00497259;an.decoster@devinderij.be;https://www.devinderij.be;Buitengewoon lager onderwijs;Basisonderwijs
GO! Basisschool Zele;Karrestraat;Lokeren;51,12099508;4,00133236;directie@klimop-lokeren.be;https://www.de-schatkist.be;Gewoon kleuteronderwijs;Basisonderwijs
GO! Basisschool Zele;Karrestraat;Lokeren;51,12099508;4,00133236;directie@klimop-lokeren.be;https://www.de-schatkist.be;Gewoon lager onderwijs;Basisonderwijs
GO! Basisschool voor buiteng ewoon onderwijs - Klim Op Lokeren;Krommestraat;Lokeren;51,12099508;4,00133236;directie@klimop-lokeren.be;https://www.KLIMOPLOKERENICT.WIXSITE.COM/KLIMOP;Buitengewoon kleuteronderwijs;Basisonderwijs
GO! Basisschool voor buiteng ewoon onderwijs - Klim Op Lokeren;Krommestraat;Lokeren;51,12099508;4,00133236;directie@klimop-lokeren.be;https://www.KLIMOPLOKERENICT.WIXSITE.COM/KLIMOP;Buitengewoon lager onderwijs;Basisonderwijs
Freinetschool Keerpunt;Oud-Strijderslaan;Lokeren;51,10292676;3,99537769; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Gemeentelijke Basisschool - Spoele;Spoele;Lokeren;51,09201337;3,99510783;directie.basisschoolspoele@lokeren.be;https://www.stedelijkbasisonderwijslokeren.be;Gewoon kleuteronderwijs;Basisonderwijs
Gemeentelijke Basisschool - Spoele;Spoele;Lokeren;51,09201337;3,99510783;directie.basisschoolspoele@lokeren.be;https://www.stedelijkbasisonderwijslokeren.be;Gewoon lager onderwijs;Basisonderwijs
Kunstacademie Ter Beuken;Spoele;Lokeren;51,09201337;3,99510783; ;;Deeltijds kunstonderwijs;Deeltijds kunstonderwijs
Buitengewoon Secundair Onderwijs De Karwij;Poststraat;Lokeren;51,10525026;3,99391708;info@de-karwij.be;;Buitengewoon secundair onderwijs;Secundair onderwijs
VLOT!;Markt;Lokeren;51,10380627;3,9921011; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
VLOT!;Markt;Lokeren;51,10380627;3,9921011; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
VLOT!;Markt;Lokeren;51,10380627;3,9921011; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
VLOT!;Markt;Lokeren;51,10380627;3,9921011; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
VLOT!;Markt;Lokeren;51,10380627;3,9921011;sint-lodewijk@vlot.be;https://www.vlot-slc.be/;Voltijds gewoon secundair onderwijs;Secundair onderwijs
VLOT!;Markt;Lokeren;51,10380627;3,9921011; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
VLOT!;Luikstraat;Lokeren;51,10210677;3,99191489; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
VLOT!;Luikstraat;Lokeren;51,10210677;3,99191489; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
VLOT!;Luikstraat;Lokeren;51,10210677;3,99191489; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
VLOT!;Luikstraat;Lokeren;51,10210677;3,99191489; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
VLOT!;Luikstraat;Lokeren;51,10210677;3,99191489; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
VLOT!;Luikstraat;Lokeren;51,10210677;3,99191489;creo@vlot.be;https://www.vlot-slc.be/;Voltijds gewoon secundair onderwijs;Secundair onderwijs
GO! Basisschool De Springplank;Dalialaan;Lokeren;51,11161467;3,99118149;directie@de-springplank.be;https://www.de-springplank.be;Gewoon kleuteronderwijs;Basisonderwijs
GO! Basisschool De Springplank;Dalialaan;Lokeren;51,11161467;3,99118149;directie@de-springplank.be;https://www.de-springplank.be;Gewoon lager onderwijs;Basisonderwijs
GO! atheneum Dendermonde;Azalealaan;Lokeren;51,11147792;3,99058283; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
GO! talent Dendermonde;Azalealaan;Lokeren;51,11147792;3,99058283; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
GO! atheneum MIRA Hamme;Azalealaan;Lokeren;51,11147792;3,99058283; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
GO! middenschool De Moerbei Moerbeke-Waas;Azalealaan;Lokeren;51,11147792;3,99058283; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
GO! atheneum Campus Kompas Wetteren;Azalealaan;Lokeren;51,11147792;3,99058283; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
GO! atheneum Lokeren;Magnolialaan;Lokeren;51,11148499;3,98998302;info@atheneumlokeren.be;https://www.atheneumlokeren.be;Voltijds gewoon secundair onderwijs;Secundair onderwijs
GO! technisch atheneum Lokeren;Magnolialaan;Lokeren;51,11148499;3,98998302; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
GO! atheneum Lokeren;Brouwerijstraat;Lokeren;51,10931368;3,98842986; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Vrije Lagere School - Onze-Lieve-Vrouwcollege;H.-Hartlaan;Lokeren;51,10012502;3,98780493;directie@olvc-lokeren.be;https://www.olvc-lokeren.be;Gewoon lager onderwijs;Basisonderwijs
VLOT!;H.-Hartlaan;Lokeren;51,10103112;3,98725504; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
VLOT!;H.-Hartlaan;Lokeren;51,10103112;3,98725504;info@vlot.be;https://www.vlot-sho.be;Voltijds gewoon secundair onderwijs;Secundair onderwijs
VLOT!;H.-Hartlaan;Lokeren;51,10103112;3,98725504;creo@vlot.be;https://www.vlot.be;Voltijds gewoon secundair onderwijs;Secundair onderwijs
VLOT!;H.-Hartlaan;Lokeren;51,10103112;3,98725504;creo@vlot.be;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
VLOT!;H.-Hartlaan;Lokeren;51,10103112;3,98725504; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
VLOT!;H.-Hartlaan;Lokeren;51,10103112;3,98725504; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
VLOT!;H.-Hartlaan;Lokeren;51,10103112;3,98725504; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
VLOT!;H.-Hartlaan;Lokeren;51,10103112;3,98725504;creo@vlot.be;https://vlot.be/;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Vrije Kleuterschool - Duizendvoet;Dwarsstraat;Lokeren;51,09959247;3,987124;directie@duizendvoet.be;https://www.duizendvoet.be;Gewoon kleuteronderwijs;Basisonderwijs
Buitengewoon Secundair Onderwijs Broederschool Lokeren;Daknam-dorp;Lokeren;51,12729073;3,98544111; ;;Buitengewoon secundair onderwijs;Secundair onderwijs
VLOT!;Stommestraat;Lokeren;51,09946984;3,98534046;info@vlot.be;https://www.vlot.be;Voltijds gewoon secundair onderwijs;Secundair onderwijs
VLOT!;Stommestraat;Lokeren;51,09946984;3,98534046; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
VLOT!;Stommestraat;Lokeren;51,09946984;3,98534046; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
VLOT!;Stommestraat;Lokeren;51,09946984;3,98534046; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
VLOT!;Stommestraat;Lokeren;51,09946984;3,98534046; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
VLOT!;Stommestraat;Lokeren;51,09946984;3,98534046; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Kunstacademie Ter Beuken;Groendreef;Lokeren;51,10816623;3,98384136;kunstacademie@lokeren.be;https://www.lokeren.be/kunstacademie;Deeltijds kunstonderwijs;Deeltijds kunstonderwijs
Buitengewoon Secundair Onderwijs De Karwij;Durmelaan;Lokeren;51,10378559;3,98016518;info@de-karwij.be;https://www.de-karwij.be;Buitengewoon secundair onderwijs;Secundair onderwijs
GO! Basisschool De Tovertuin;Hoogstraat;Lokeren;51,10676099;3,97207312;directie@de-tovertuin.be;https://www.de-tovertuin.be;Gewoon kleuteronderwijs;Basisonderwijs
GO! Basisschool De Tovertuin;Hoogstraat;Lokeren;51,10676099;3,97207312;directie@de-tovertuin.be;https://www.de-tovertuin.be;Gewoon lager onderwijs;Basisonderwijs
Vrije Basisschool - Veertjesplein;Veerstraat;Lokeren;51,11026257;3,97085824;directie@veertjesplein.net;https://www.veertjesplein.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool - Veertjesplein;Veerstraat;Lokeren;51,11026257;3,97085824;directie@veertjesplein.net;https://www.veertjesplein.be;Gewoon lager onderwijs;Basisonderwijs
Vrije Basisschool - Dol-fijn;Eksaarde-dorp;Lokeren;51,14746818;3,96316765;directie@gvbsdolfijn.be;https://www.gvbsdolfijn.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool - Dol-fijn;Eksaarde-dorp;Lokeren;51,14746818;3,96316765;directie@gvbsdolfijn.be;https://www.gvbsdolfijn.be;Gewoon lager onderwijs;Basisonderwijs
Vrije Basisschool - Heiende;Heiendestraat;Lokeren;51,08555816;3,95950771;directie@basisschoolheiende.be;https://www.basisschoolheiende.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool - Heiende;Heiendestraat;Lokeren;51,08555816;3,95950771;directie@basisschoolheiende.be;https://www.basisschoolheiende.be;Gewoon lager onderwijs;Basisonderwijs
Gemeentelijke Basisschool - Staakte;Hoogstraat;Lokeren;51,10429596;3,95573165;directie.basisschoolstaakte@lokeren.be;https://www.stedelijkbasisonderwijslokeren.be;Gewoon kleuteronderwijs;Basisonderwijs
Gemeentelijke Basisschool - Staakte;Hoogstraat;Lokeren;51,10429596;3,95573165;directie.basisschoolstaakte@lokeren.be;https://www.stedelijkbasisonderwijslokeren.be;Gewoon lager onderwijs;Basisonderwijs
VLOT!;Eksaarde-dorp;Lokeren;51,14582413;3,95563652; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
VLOT!;Eksaarde-dorp;Lokeren;51,14582413;3,95563652; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
VLOT!;Eksaarde-dorp;Lokeren;51,14582413;3,95563652; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
VLOT!;Eksaarde-dorp;Lokeren;51,14582413;3,95563652;sint-teresia@vlot.be;https://www.vlot.be;Voltijds gewoon secundair onderwijs;Secundair onderwijs
VLOT!;Eksaarde-dorp;Lokeren;51,14582413;3,95563652;sint-teresia@vlot.be;https://www.vlot-stc.be;Voltijds gewoon secundair onderwijs;Secundair onderwijs
VLOT!;Eksaarde-dorp;Lokeren;51,14582413;3,95563652; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
VLOT!;Eksaarde-dorp;Lokeren;51,14582413;3,95563652; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
VLOT!;Eksaarde-dorp;Lokeren;51,14582413;3,95563652;sint-teresia@vlot.be;https://vlot.be/;Voltijds gewoon secundair onderwijs;Secundair onderwijs
Kunstacademie Ter Beuken;Dam;Lokeren;51,15048046;3,95056464; ;;Deeltijds kunstonderwijs;Deeltijds kunstonderwijs
Stedelijke Basisschool - Eksaarde;Eksaardsedam;Lokeren;51,15048046;3,95056464;directie.basisschooleksaarde@lokeren.be;https://www.stedelijkbasisonderwijslokeren.be;Gewoon kleuteronderwijs;Basisonderwijs
Stedelijke Basisschool - Eksaarde;Eksaardsedam;Lokeren;51,15048046;3,95056464;directie.basisschooleksaarde@lokeren.be;https://www.stedelijkbasisonderwijslokeren.be;Gewoon lager onderwijs;Basisonderwijs
Vrije Basisschool - Dol-fijn;Rechtstraat;Lokeren;51,14063781;3,93560638; ;;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool - Sint-Lodewijkscollege;Doorslaardorp;Lokeren;51,12144087;3,92677144;directie@gvbsdoorslaar.be;https://www.gvbsdoorslaar.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool - Sint-Lodewijkscollege;Doorslaardorp;Lokeren;51,12144087;3,92677144;directie@gvbsdoorslaar.be;https://www.gvbsdoorslaar.be;Gewoon lager onderwijs;Basisonderwijs
Vrije Basisschool Boskesschool;Oude Heerweg;Lokeren;51,1161607;4,00185586; ;;Gewoon lager onderwijs;Basisonderwijs
Buitengewoon Secundair Onderwijs Broederschool Lokeren;Molenstraat;Lokeren;51,10015484;3,99717007;dir@buso.broeders.be;https://www.broeders.be;Buitengewoon secundair onderwijs;Secundair onderwijs
Vrije Basisschool Boskesschool;Slagveldstraat;Lokeren;51,11675758;3,99158274;directie@boskesschool.be;https://www.boskesschool.be;Gewoon kleuteronderwijs;Basisonderwijs
Vrije Basisschool Boskesschool;Slagveldstraat;Lokeren;51,11675758;3,99158274;directie@boskesschool.be;https://www.boskesschool.be;Gewoon lager onderwijs;Basisonderwijs
GO! Basisschool De Madelief;Luikstraat;Lokeren;51,10226656;3,99128541;directie@de-madelief.be;https://www.de-madelief.be;Gewoon kleuteronderwijs;Basisonderwijs
GO! Basisschool De Madelief;Luikstraat;Lokeren;51,10226656;3,99128541;directie@de-madelief.be;https://www.de-madelief.be;Gewoon lager onderwijs;Basisonderwijs
GO! atheneum Dendermonde;Azalealaan;Lokeren;51,11044979;3,98952016; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
GO! talent Dendermonde;Azalealaan;Lokeren;51,11044979;3,98952016; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
GO! atheneum MIRA Hamme;Azalealaan;Lokeren;51,11044979;3,98952016; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
GO! technisch atheneum Lokeren;Magnolialaan;Lokeren;51,11044979;3,98952016;info@gotalok.be;https://www.technischatheneumlokeren.be;Voltijds gewoon secundair onderwijs;Secundair onderwijs
GO! middenschool De Moerbei Moerbeke-Waas;Azalealaan;Lokeren;51,11044979;3,98952016; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
GO! atheneum Campus Kompas Wetteren;Azalealaan;Lokeren;51,11044979;3,98952016; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
VLOT!;Prosper Thuysbaertlaan;Lokeren;51,10551693;3,98736128; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
VLOT!;Prosper Thuysbaertlaan;Lokeren;51,10551693;3,98736128;info@vlot.be;https://www.vlot.be;Voltijds gewoon secundair onderwijs;Secundair onderwijs
VLOT!;Prosper Thuysbaertlaan;Lokeren;51,10551693;3,98736128; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
VLOT!;Prosper Thuysbaertlaan;Lokeren;51,10551693;3,98736128;sint-laurentius@vlot.be;https://www.vlot-vti.be;Voltijds gewoon secundair onderwijs;Secundair onderwijs
VLOT!;Prosper Thuysbaertlaan;Lokeren;51,10551693;3,98736128; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
VLOT!;Prosper Thuysbaertlaan;Lokeren;51,10551693;3,98736128; ;;Voltijds gewoon secundair onderwijs;Secundair onderwijs
GO! Centrum voor Volwassenenonderwijs Focus;Groendreef;Lokeren;51,10897585;3,98680477;info@cvofocus.be;https://www.cvofocus.be;Secundair volwassenenonderwijs;Volwassenenonderwijs
